"","locations","input"
"5970","(94, 39)            ","5.55111512312578e-14"
"5971","(95, 5)             ","5.55111512312578e-14"
"5972","(98, 15)            ","5.55111512312578e-14"
"5973","(99, 13)            ","5.55111512312578e-14"
"5974","(99, 23)            ","5.55111512312578e-14"
"5975","(99, 31)            ","5.55111512312578e-14"
"5976","(99, 36)            ","5.55111512312578e-14"
"5977","(99, 77)            ","5.55111512312578e-14"
"5978","(100, 28)           ","5.55111512312578e-14"
"5979","(100, 39)           ","5.55111512312578e-14"
"5980","(100, 198)          ","5.55111512312578e-14"
"5981","(103, 29)           ","5.55111512312578e-14"
"5982","(104, 38)           ","5.55111512312578e-14"
"5983","(114, 1)            ","5.55111512312578e-14"
"5984","(114, 13)           ","5.55111512312578e-14"
"5985","(114, 23)           ","5.55111512312578e-14"
"5986","(114, 33)           ","5.55111512312578e-14"
"5987","(114, 36)           ","5.55111512312578e-14"
"5988","(114, 37)           ","5.55111512312578e-14"
"5989","(114, 39)           ","5.55111512312578e-14"
"5990","(114, 53)           ","5.55111512312578e-14"
"5991","(114, 106)          ","5.55111512312578e-14"
"5992","(116, 35)           ","5.55111512312578e-14"
"5993","(132, 35)           ","5.55111512312578e-14"
"5994","(141, 4)            ","5.55111512312578e-14"
"5995","(141, 14)           ","5.55111512312578e-14"
"5996","(141, 16)           ","5.55111512312578e-14"
"5997","(141, 22)           ","5.55111512312578e-14"
"5998","(141, 38)           ","5.55111512312578e-14"
"5999","(144, 0)            ","5.55111512312578e-14"
"6000","(144, 15)           ","5.55111512312578e-14"
"6001","(160, 15)           ","5.55111512312578e-14"
"6002","(160, 35)           ","5.55111512312578e-14"
"6003","(164, 3)            ","5.55111512312578e-14"
"6004","(164, 58)           ","5.55111512312578e-14"
"6005","(165, 15)           ","5.55111512312578e-14"
"6006","(181, 14)           ","5.55111512312578e-14"
"6007","(19, 123)           ","5.75095526755831e-14"
"6008","(26, 87)            ","5.75095526755831e-14"
"6009","(29, 36)            ","5.75095526755831e-14"
"6010","(58, 40)            ","5.75095526755831e-14"
"6011","(61, 134)           ","5.75095526755831e-14"
"6012","(66, 102)           ","5.75095526755831e-14"
"6013","(88, 160)           ","5.75095526755831e-14"
"6014","(8, 102)            ","6.06181771445335e-14"
"6015","(11, 72)            ","6.06181771445335e-14"
"6016","(19, 129)           ","6.06181771445335e-14"
"6017","(26, 64)            ","6.06181771445335e-14"
"6018","(29, 195)           ","6.06181771445335e-14"
"6019","(36, 119)           ","6.06181771445335e-14"
"6020","(40, 134)           ","6.06181771445335e-14"
"6021","(59, 8)             ","6.06181771445335e-14"
"6022","(66, 31)            ","6.06181771445335e-14"
"6023","(68, 111)           ","6.06181771445335e-14"
"6024","(68, 165)           ","6.06181771445335e-14"
"6025","(75, 87)            ","6.06181771445335e-14"
"6026","(97, 41)            ","6.06181771445335e-14"
"6027","(4, 184)            ","7.21644966006352e-14"
"6028","(5, 70)             ","7.21644966006352e-14"
"6029","(14, 82)            ","7.21644966006352e-14"
"6030","(14, 112)           ","7.21644966006352e-14"
"6031","(19, 137)           ","7.21644966006352e-14"
"6032","(22, 159)           ","7.21644966006352e-14"
"6033","(28, 94)            ","7.21644966006352e-14"
"6034","(32, 174)           ","7.21644966006352e-14"
"6035","(35, 75)            ","7.21644966006352e-14"
"6036","(37, 225)           ","7.21644966006352e-14"
"6037","(45, 97)            ","7.21644966006352e-14"
"6038","(53, 205)           ","7.21644966006352e-14"
"6039","(57, 171)           ","7.21644966006352e-14"
"6040","(60, 31)            ","7.21644966006352e-14"
"6041","(75, 211)           ","7.21644966006352e-14"
"6042","(77, 83)            ","7.34967642301854e-14"
"6043","(2, 153)            ","9.41469124882133e-14"
"6044","(3, 179)            ","9.41469124882133e-14"
"6045","(4, 188)            ","9.41469124882133e-14"
"6046","(9, 176)            ","9.41469124882133e-14"
"6047","(15, 207)           ","9.41469124882133e-14"
"6048","(19, 48)            ","9.41469124882133e-14"
"6049","(19, 69)            ","9.41469124882133e-14"
"6050","(22, 44)            ","9.41469124882133e-14"
"6051","(23, 92)            ","9.41469124882133e-14"
"6052","(45, 164)           ","9.41469124882133e-14"
"6053","(55, 177)           ","9.41469124882133e-14"
"6054","(66, 142)           ","9.41469124882133e-14"
"6055","(70, 4)             ","9.41469124882133e-14"
"6056","(113, 45)           ","9.41469124882133e-14"
"6057","(4, 160)            ","1.06137321154165e-13"
"6058","(10, 168)           ","1.06137321154165e-13"
"6059","(20, 62)            ","1.06137321154165e-13"
"6060","(36, 18)            ","1.06137321154165e-13"
"6061","(43, 93)            ","1.06137321154165e-13"
"6062","(52, 1)             ","1.06137321154165e-13"
"6063","(54, 87)            ","1.06137321154165e-13"
"6064","(66, 36)            ","1.06137321154165e-13"
"6065","(83, 37)            ","1.06137321154165e-13"
"6066","(83, 43)            ","1.06137321154165e-13"
"6067","(83, 171)           ","1.06137321154165e-13"
"6068","(98, 6)             ","1.06137321154165e-13"
"6069","(102, 178)          ","1.06137321154165e-13"
"6070","(106, 7)            ","1.06137321154165e-13"
"6071","(106, 74)           ","1.06137321154165e-13"
"6072","(181, 27)           ","1.06137321154165e-13"
"6073","(20, 64)            ","1.0635936575909e-13 "
"6074","(33, 181)           ","1.0635936575909e-13 "
"6075","(60, 113)           ","1.0635936575909e-13 "
"6076","(68, 97)            ","1.0635936575909e-13 "
"6077","(2, 176)            ","1.22346577313692e-13"
"6078","(3, 120)            ","1.22346577313692e-13"
"6079","(6, 172)            ","1.22346577313692e-13"
"6080","(9, 196)            ","1.22346577313692e-13"
"6081","(10, 158)           ","1.22346577313692e-13"
"6082","(13, 78)            ","1.22346577313692e-13"
"6083","(13, 150)           ","1.22346577313692e-13"
"6084","(17, 99)            ","1.22346577313692e-13"
"6085","(23, 99)            ","1.22346577313692e-13"
"6086","(29, 70)            ","1.22346577313692e-13"
"6087","(40, 119)           ","1.22346577313692e-13"
"6088","(42, 182)           ","1.22346577313692e-13"
"6089","(61, 89)            ","1.22346577313692e-13"
"6090","(83, 111)           ","1.22346577313692e-13"
"6091","(94, 142)           ","1.22346577313692e-13"
"6092","(11, 154)           ","1.4077627952247e-13 "
"6093","(25, 160)           ","1.4077627952247e-13 "
"6094","(34, 137)           ","1.4077627952247e-13 "
"6095","(46, 127)           ","1.4077627952247e-13 "
"6096","(52, 33)            ","1.4077627952247e-13 "
"6097","(75, 69)            ","1.4077627952247e-13 "
"6098","(75, 105)           ","1.4077627952247e-13 "
"6099","(97, 2)             ","1.4077627952247e-13 "
"6100","(138, 22)           ","1.4077627952247e-13 "
"6101","(187, 22)           ","1.4077627952247e-13 "
"6102","(7, 146)            ","1.59428026336172e-13"
"6103","(11, 49)            ","1.59428026336172e-13"
"6104","(11, 174)           ","1.59428026336172e-13"
"6105","(24, 121)           ","1.59428026336172e-13"
"6106","(28, 218)           ","1.59428026336172e-13"
"6107","(34, 89)            ","1.59428026336172e-13"
"6108","(44, 21)            ","1.59428026336172e-13"
"6109","(55, 79)            ","1.59428026336172e-13"
"6110","(58, 48)            ","1.59428026336172e-13"
"6111","(70, 2)             ","1.59428026336172e-13"
"6112","(140, 35)           ","1.59428026336172e-13"
"6113","(1, 74)             ","1.7519319328585e-13 "
"6114","(24, 58)            ","1.7519319328585e-13 "
"6115","(58, 28)            ","1.7519319328585e-13 "
"6116","(60, 14)            ","1.7519319328585e-13 "
"6117","(141, 0)            ","1.7519319328585e-13 "
"6118","(182, 35)           ","1.7519319328585e-13 "
"6119","(17, 142)           ","1.86073378927176e-13"
"6120","(17, 165)           ","1.86073378927176e-13"
"6121","(22, 167)           ","1.86073378927176e-13"
"6122","(28, 160)           ","1.86073378927176e-13"
"6123","(32, 181)           ","1.86073378927176e-13"
"6124","(36, 127)           ","1.86073378927176e-13"
"6125","(45, 179)           ","1.86073378927176e-13"
"6126","(58, 61)            ","1.86073378927176e-13"
"6127","(96, 26)            ","1.86073378927176e-13"
"6128","(101, 36)           ","1.86073378927176e-13"
"6129","(3, 225)            ","2.07833750209829e-13"
"6130","(8, 134)            ","2.07833750209829e-13"
"6131","(9, 191)            ","2.07833750209829e-13"
"6132","(10, 192)           ","2.07833750209829e-13"
"6133","(12, 209)           ","2.07833750209829e-13"
"6134","(13, 211)           ","2.07833750209829e-13"
"6135","(16, 197)           ","2.07833750209829e-13"
"6136","(19, 91)            ","2.07833750209829e-13"
"6137","(21, 70)            ","2.07833750209829e-13"
"6138","(33, 99)            ","2.07833750209829e-13"
"6139","(34, 104)           ","2.07833750209829e-13"
"6140","(38, 78)            ","2.07833750209829e-13"
"6141","(38, 135)           ","2.07833750209829e-13"
"6142","(38, 213)           ","2.07833750209829e-13"
"6143","(55, 147)           ","2.07833750209829e-13"
"6144","(56, 173)           ","2.07833750209829e-13"
"6145","(66, 48)            ","2.07833750209829e-13"
"6146","(141, 1)            ","2.07833750209829e-13"
"6147","(5, 114)            ","2.15161222172355e-13"
"6148","(35, 101)           ","2.15161222172355e-13"
"6149","(51, 54)            ","2.15161222172355e-13"
"6150","(103, 46)           ","2.15161222172355e-13"
"6151","(27, 113)           ","2.44693154627385e-13"
"6152","(58, 53)            ","2.44693154627385e-13"
"6153","(96, 34)            ","2.44693154627385e-13"
"6154","(105, 105)          ","2.44693154627385e-13"
"6155","(133, 133)          ","2.44693154627385e-13"
"6156","(2, 168)            ","2.70672373403613e-13"
"6157","(4, 185)            ","2.70672373403613e-13"
"6158","(6, 159)            ","2.70672373403613e-13"
"6159","(9, 47)             ","2.70672373403613e-13"
"6160","(12, 196)           ","2.70672373403613e-13"
"6161","(14, 182)           ","2.70672373403613e-13"
"6162","(16, 153)           ","2.70672373403613e-13"
"6163","(28, 228)           ","2.70672373403613e-13"
"6164","(32, 172)           ","2.70672373403613e-13"
"6165","(34, 31)            ","2.70672373403613e-13"
"6166","(4, 128)            ","3.26849658449646e-13"
"6167","(12, 128)           ","3.26849658449646e-13"
"6168","(17, 30)            ","3.26849658449646e-13"
"6169","(18, 2)             ","3.26849658449646e-13"
"6170","(18, 6)             ","3.26849658449646e-13"
"6171","(19, 21)            ","3.26849658449646e-13"
"6172","(19, 125)           ","3.26849658449646e-13"
"6173","(21, 54)            ","3.26849658449646e-13"
"6174","(25, 107)           ","3.26849658449646e-13"
"6175","(28, 119)           ","3.26849658449646e-13"
"6176","(31, 1)             ","3.26849658449646e-13"
"6177","(34, 127)           ","3.26849658449646e-13"
"6178","(36, 62)            ","3.26849658449646e-13"
"6179","(37, 106)           ","3.26849658449646e-13"
"6180","(43, 62)            ","3.26849658449646e-13"
"6181","(50, 87)            ","3.26849658449646e-13"
"6182","(56, 124)           ","3.26849658449646e-13"
"6183","(75, 134)           ","3.26849658449646e-13"
"6184","(83, 28)            ","3.26849658449646e-13"
"6185","(101, 9)            ","3.26849658449646e-13"
"6186","(11, 58)            ","3.45723449868274e-13"
"6187","(13, 57)            ","3.45723449868274e-13"
"6188","(17, 35)            ","3.45723449868274e-13"
"6189","(26, 42)            ","3.45723449868274e-13"
"6190","(45, 140)           ","3.45723449868274e-13"
"6191","(58, 18)            ","3.45723449868274e-13"
"6192","(59, 100)           ","3.45723449868274e-13"
"6193","(63, 33)            ","3.45723449868274e-13"
"6194","(1, 221)            ","3.52828877225875e-13"
"6195","(4, 214)            ","3.52828877225875e-13"
"6196","(12, 81)            ","3.52828877225875e-13"
"6197","(15, 156)           ","3.52828877225875e-13"
"6198","(16, 129)           ","3.52828877225875e-13"
"6199","(33, 217)           ","3.52828877225875e-13"
"6200","(39, 150)           ","3.52828877225875e-13"
"6201","(46, 93)            ","3.52828877225875e-13"
"6202","(53, 119)           ","3.52828877225875e-13"
"6203","(55, 180)           ","3.52828877225875e-13"
"6204","(57, 47)            ","3.52828877225875e-13"
"6205","(57, 86)            ","3.52828877225875e-13"
"6206","(57, 192)           ","3.52828877225875e-13"
"6207","(59, 113)           ","3.52828877225875e-13"
"6208","(63, 100)           ","3.52828877225875e-13"
"6209","(116, 16)           ","3.52828877225875e-13"
"6210","(23, 98)            ","3.79474229816879e-13"
"6211","(52, 75)            ","3.79474229816879e-13"
"6212","(83, 114)           ","3.79474229816879e-13"
"6213","(87, 2)             ","3.79474229816879e-13"
"6214","(1, 157)            ","4.5985437679974e-13 "
"6215","(4, 210)            ","4.5985437679974e-13 "
"6216","(12, 67)            ","4.5985437679974e-13 "
"6217","(12, 184)           ","4.5985437679974e-13 "
"6218","(12, 197)           ","4.5985437679974e-13 "
"6219","(12, 214)           ","4.5985437679974e-13 "
"6220","(14, 230)           ","4.5985437679974e-13 "
"6221","(22, 182)           ","4.5985437679974e-13 "
"6222","(34, 72)            ","4.5985437679974e-13 "
"6223","(39, 95)            ","4.5985437679974e-13 "
"6224","(45, 50)            ","4.5985437679974e-13 "
"6225","(51, 101)           ","4.5985437679974e-13 "
"6226","(55, 47)            ","4.5985437679974e-13 "
"6227","(68, 99)            ","4.5985437679974e-13 "
"6228","(68, 175)           ","4.5985437679974e-13 "
"6229","(88, 137)           ","4.5985437679974e-13 "
"6230","(41, 41)            ","5.53113110868253e-13"
"6231","(65, 65)            ","5.53113110868253e-13"
"6232","(160, 160)          ","5.53113110868253e-13"
"6233","(178, 178)          ","5.53113110868253e-13"
"6234","(11, 168)           ","5.74651437545981e-13"
"6235","(31, 155)           ","5.74651437545981e-13"
